code,level,de,en,es,fr,it,nl
10.7,3,Herstellung von Back- und Teigwaren,Manufacture of bakery and farinaceous products,Fabricación de productos de panadería y pastas alimenticias,Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires,Produzione di prodotti da forno e farinacei,Vervaardiging van bakkerijproducten en deegwaren
10.8,3,Herstellung von sonstigen Nahrungsmitteln,Manufacture of other food products,Fabricación de otros productos alimenticios,Fabrication d’autres produits alimentaires,Produzione di altri prodotti alimentari,Vervaardiging van andere voedingsmiddelen
11.0,3,Getränkeherstellung,Manufacture of beverages,Fabricación de bebidas,Fabrication de boissons,Produzione di bevande,Vervaardiging van dranken
10.81,4,Herstellung von Zucker,Manufacture of sugar,Fabricación de azúcar,Fabrication de sucre,Produzione di zucchero,Vervaardiging van suiker
10.82,4,"Herstellung von Süßwaren, ohne Dauerbackwaren","Manufacture of cocoa, chocolate and sugar confectionery","Fabricación de cacao, chocolate y productos de confitería","Fabrication de cacao, de chocolat et de produits de confiserie","Produzione di cacao, cioccolato, caramelle e confetterie","Vervaardiging van cacao, chocolade en suikerwerk"
10.83,4,"Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz",Processing of tea and coffee,"Elaboración de café, té e infusiones",Transformation du thé et du café,Lavorazione di tè e caffè,Verwerking van thee en koffie
10.84,4,Herstellung von Würzmitteln und Soßen,Manufacture of condiments and seasonings,"Elaboración de especias, salsas y condimentos",Fabrication de condiments et assaisonnements,Produzione di condimenti e spezie,"Vervaardiging van specerijen, sauzen en kruiderijen"
10.85,4,Herstellung von Fertiggerichten,Manufacture of prepared meals and dishes,Elaboración de platos y comidas preparados,Fabrication de plats préparés,Produzione di pasti e piatti preparati,Vervaardiging van bereide maaltijden en schotels
10.61,4,Mahl- und Schälmühlen,Manufacture of grain mill products,Fabricación de productos de molinería,Travail des grains,Lavorazione di granaglie,Vervaardiging van maalderijproducten
10.62,4,Herstellung von Stärke und Stärkeerzeugnissen,Manufacture of starches and starch products,Fabricación de almidones y productos amiláceos,Fabrication de produits amylacés,Produzione di amidi e di prodotti amidacei,Vervaardiging van zetmeel en zetmeelproducten
10.71,4,"Herstellung von Backwaren, ohne Dauerbackwaren",Manufacture of bread; manufacture of fresh pastry goods and cakes,Fabricación de pan y de productos frescos de panadería y pastelería,Fabrication de pain; fabrication de pâtisserie fraîche,Produzione di pane; produzione di prodotti di pasticceria freschi,Vervaardiging van brood; vervaardiging van vers banketbakkerswerk
10.72,4,Herstellung von Dauerbackwaren,"Manufacture of rusks, biscuits, preserved pastries and cakes",Fabricación de galletas y productos de panadería y pastelería de larga duración,"Fabrication de biscuits, biscottes et pâtisseries de conservation","Produzione di fette biscottate, biscotti, prodotti di pasticceria conservati","Vervaardiging van beschuit, biscuit en houdbaar banketbakkerswerk"
10.73,4,Herstellung von Teigwaren,Manufacture of farinaceous products,Elaboración de pastas alimenticias,Fabrication de pâtes alimentaires,Produzione di prodotti farinacei,Vervaardiging van deegwaren
10.86,4,Herstellung von homogenisierten und diätetischen Nahrungsmitteln,Manufacture of homogenised food preparations and dietetic food,Elaboración de preparados alimenticios homogeneizados y alimentos dietéticos,Fabrication d’aliments homogénéisés et diététiques,Produzione di preparati omogeneizzati e di alimenti dietetici,Vervaardiging van gehomogeniseerde voedingspreparaten en dieetvoeding
10.89,4,Herstellung von sonstigen Nahrungsmitteln a. n. g.,Manufacture of other food products n.e.c.,Elaboración de otros productos alimenticios n.c.o.p.,Fabrication d’autres produits alimentaires n.c.a.,Produzione di altri prodotti alimentari n.c.a.,"Vervaardiging van andere voedingsmiddelen, n.e.g."
11.07,4,Herstellung von Erfrischungsgetränken und Mineralwässern,Manufacture of soft drinks and bottled waters,Fabricación de bebidas no alcohólicas y aguas embotelladas,Fabrication de boissons non alcoolisées et d’eaux embouteillées,Produzione di bibite analcoliche e di acque in bottiglia,Vervaardiging van frisdranken en water in flessen
10.9,3,Herstellung von Futtermitteln,Manufacture of prepared animal feeds,Fabricación de productos para la alimentación animal,Fabrication d’aliments pour animaux,Produzione di prodotti per l’alimentazione degli animali,Vervaardiging van diervoeders
10.91,4,Herstellung von Futtermitteln für Nutztiere,Manufacture of prepared feeds for farm animals,Fabricación de productos para la alimentación de animales de granja,Fabrication d’aliments pour animaux de ferme,Produzione di mangimi per l’alimentazione degli animali da allevamento,Vervaardiging van veevoeders
10.92,4,Herstellung von Futtermitteln für sonstige Tiere,Manufacture of prepared pet foods,Fabricación de productos para la alimentación de animales de compañía,Fabrication d’aliments pour animaux de compagnie,Produzione di prodotti per l’alimentazione degli animali da compagnia,Vervaardiging van voeders voor huisdieren
11,2,Getränkeherstellung,Manufacture of beverages,Fabricación de bebidas,Fabrication de boissons,Produzione di bevande,Vervaardiging van dranken
11.0,3,Getränkeherstellung,Manufacture of beverages,Fabricación de bebidas,Fabrication de boissons,Produzione di bevande,Vervaardiging van dranken
11.01,4,Herstellung von Spirituosen,"Distilling, rectifying and blending of spirits","Destilación, rectificación y mezcla de bebidas alcohólicas",Production de boissons alcoolisées distillées,"Distillazione, rettifica e miscelatura di alcolici","Vervaardiging van gedistilleerde dranken door distilleren, rectificeren en mengen"
11.02,4,Herstellung von Traubenwein,Manufacture of wine from grape,Elaboración de vinos,Production de vin (de raisin),Produzione di vini da uve,Vervaardiging van wijn uit druiven
11.03,4,Herstellung von Apfelwein und sonstigen gegorenen Getränken aus Obst,Manufacture of cider and other fruit fermented beverages,Elaboración de sidra y otras bebidas fermentadas a partir de frutas,Fabrication de cidre et autres boissons fermentées à base de fruits,Produzione di sidro e di altre bevande fermentate a base di frutta,Vervaardiging van cider en andere gefermenteerde vruchtendranken
11.04,4,Herstellung von Wermutwein und sonstigen aromatisierten Weinen,Manufacture of other non-distilled fermented beverages,"Elaboración de otras bebidas no destiladas, procedentes de la fermentación",Production d’autres boissons fermentées non distillées,Produzione di altre bevande fermentate non distillate,Vervaardiging van andere niet-gedistilleerde gegiste dranken
11.05,4,Herstellung von Bier,Manufacture of beer,Fabricación de cerveza,Fabrication de bière,Produzione di birra,Vervaardiging van bier
11.06,4,Herstellung von Malz,Manufacture of malt,Fabricación de malta,Fabrication de malt,Produzione di malto,Vervaardiging van mout
11.07,4,Herstellung von Erfrischungsgetränken und Mineralwässern,Manufacture of soft drinks and bottled waters,Fabricación de bebidas no alcohólicas y aguas embotelladas,Fabrication de boissons non alcoolisées et d’eaux embouteillées,Produzione di bibite analcoliche e di acque in bottiglia,Vervaardiging van frisdranken en water in flessen
12,2,Tabakverarbeitung,Manufacture of tobacco products,Industria del tabaco,Fabrication de produits à base de tabac,Produzione di prodotti del tabacco,Vervaardiging van tabaksproducten
12.0,3,Tabakverarbeitung,Manufacture of tobacco products,Industria del tabaco,Fabrication de produits à base de tabac,Produzione di prodotti del tabacco,Vervaardiging van tabaksproducten
12.00,4,Tabakverarbeitung,Manufacture of tobacco products,Industria del tabaco,Fabrication de produits à base de tabac,Produzione di prodotti del tabacco,Vervaardiging van tabaksproducten
13,2,Herstellung von Textilien,Manufacture of textiles,Industria textil,Fabrication de textiles,Fabbricazione di tessili,Vervaardiging van textiel
23,2,"Herstellung von Glas und Glaswaren, Keramik, Verarbeitung von Steinen und Erden",Manufacture of other non-metallic mineral products,Fabricación de otros productos minerales no metálicos,Fabrication d’autres produits minéraux non métalliques,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,Vervaardiging van andere niet-metaalhoudende minerale producten
13.1,3,Spinnstoffaufbereitung und Spinnerei,Preparation and spinning of textile fibres,Preparación e hilado de fibras textiles,Préparation de fibres textiles et filature,Preparazione e filatura di fibre tessili,Bewerken en spinnen van textielvezels
13.10,4,Spinnstoffaufbereitung und Spinnerei,Preparation and spinning of textile fibres,Preparación e hilado de fibras textiles,Préparation de fibres textiles et filature,Preparazione e filatura di fibre tessili,Bewerken en spinnen van textielvezels
13.2,3,Weberei,Weaving of textiles,Fabricación de tejidos textiles,Tissage,Tessitura,Weven van textiel
13.9,3,Herstellung von sonstigen Textilwaren,Manufacture of other textiles,Fabricación de otros productos textiles,Fabrication d’autres textiles,Altre fabbricazioni tessili,Vervaardiging van andere textielproducten
23.9,3,Herstellung von Schleifkörpern und Schleifmitteln auf Unterlage sowie sonstigen Erzeugnissen aus nichtmetallischen Mineralien a. n. g.,Manufacture of abrasive products and non-metallic mineral products n.e.c.,Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.,Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a.,Fabbricazione di prodotti abrasivi e in minerali non metalliferi n.c.a.,Vervaardiging van andere schuurmiddelen en niet-metaalhoudende minerale producten n.e.g.
13.20,4,Weberei,Weaving of textiles,Fabricación de tejidos textiles,Tissage,Tessitura,Weven van textiel
13.96,4,Herstellung von technischen Textilien,Manufacture of other technical and industrial textiles,Fabricación de otros productos textiles de uso técnico e industrial,Fabrication d’autres textiles techniques et industriels,Fabbricazione di altri tessuti per uso tecnico e industriale,Vervaardiging van ander technisch en industrieel textiel
23.99,4,Herstellung von sonstigen Erzeugnissen aus nichtmetallischen Mineralien a. n. g.,Manufacture of other non-metallic mineral products n.e.c.,Fabricación de otros productos minerales no metálicos n.c.o.p.,Fabrication d’autres produits minéraux non métalliques n.c.a.,Fabbricazione di altri prodotti in minerali non metalliferi n.c.a.,"Vervaardiging van andere niet-metaalhoudende minerale producten, n.e.g."
13.3,3,Veredlung von Textilien und Bekleidung,Finishing of textiles,Acabado de textiles,Ennoblissement textile,Finissaggio dei tessili,Textielveredeling
13.30,4,Veredlung von Textilien und Bekleidung,Finishing of textiles,Acabado de textiles,Ennoblissement textile,Finissaggio dei tessili,Textielveredeling
13.9,3,Herstellung von sonstigen Textilwaren,Manufacture of other textiles,Fabricación de otros productos textiles,Fabrication d’autres textiles,Altre fabbricazioni tessili,Vervaardiging van andere textielproducten
13.91,4,Herstellung von gewirktem und gestricktem Stoff,Manufacture of knitted and crocheted fabrics,Fabricación de tejidos de punto,Fabrication d’étoffes à mailles,Fabbricazione di tessuti a maglia e all'uncinetto,Vervaardiging van gebreide en gehaakte stoffen
13.96,4,Herstellung von technischen Textilien,Manufacture of other technical and industrial textiles,Fabricación de otros productos textiles de uso técnico e industrial,Fabrication d’autres textiles techniques et industriels,Fabbricazione di altri tessuti per uso tecnico e industriale,Vervaardiging van ander technisch en industrieel textiel
13.92,4,Herstellung von Heimtextilien und konfektionierten Textilwaren für die Innenausstattung,Manufacture of household textiles and made-up furnishing articles,Fabricación de textiles para el hogar y artículos de decoración confeccionados,Fabrication de textiles ménagers et d’articles d’ameublement confectionnés,Fabbricazione di tessili per la casa e l’arredo,Vervaardiging van huishoudtextiel en geconfectioneerde artikelen voor stoffering
13.93,4,Herstellung von Teppichen,Manufacture of carpets and rugs,Fabricación de alfombras y moquetas,Fabrication de tapis et moquettes,Fabbricazione di tappeti e moquette,Vervaardiging van vloerkleden en tapijt
